,time,Matrix-Leaching
133,1989-07-12 00:00:00,0.0728396
134,1989-07-13 00:00:00,0.0721601
135,1989-07-14 00:00:00,0.071476
136,1989-07-15 00:00:00,0.070816
137,1989-07-16 00:00:00,0.0701537
138,1989-07-17 00:00:00,0.0694894
139,1989-07-18 00:00:00,0.0688285
140,1989-07-19 00:00:00,0.0681614
141,1989-07-20 00:00:00,0.0674937
142,1989-07-21 00:00:00,0.0668273
143,1989-07-22 00:00:00,0.0661615
144,1989-07-23 00:00:00,0.0654989
145,1989-07-24 00:00:00,0.0648422
146,1989-07-25 00:00:00,0.064193
147,1989-07-26 00:00:00,0.0635532
148,1989-07-27 00:00:00,0.0629236
149,1989-07-28 00:00:00,0.0623065
150,1989-07-29 00:00:00,0.0616937
151,1989-07-30 00:00:00,0.0611072
152,1989-07-31 00:00:00,0.060532
153,1989-08-01 00:00:00,0.0599606
154,1989-08-02 00:00:00,0.0593952
155,1989-08-03 00:00:00,0.0588429
156,1989-08-04 00:00:00,0.0582922
157,1989-08-05 00:00:00,0.0577411
158,1989-08-06 00:00:00,0.0571934
159,1989-08-07 00:00:00,0.0566462
160,1989-08-08 00:00:00,0.0561013
161,1989-08-09 00:00:00,0.0555341
162,1989-08-10 00:00:00,0.054994
163,1989-08-11 00:00:00,0.0544901
164,1989-08-12 00:00:00,0.053972
165,1989-08-13 00:00:00,0.0534578
166,1989-08-14 00:00:00,0.0529501
167,1989-08-15 00:00:00,0.0524515
168,1989-08-16 00:00:00,0.0519612
169,1989-08-17 00:00:00,0.0514801
170,1989-08-18 00:00:00,0.0510055
171,1989-08-19 00:00:00,0.0505377
172,1989-08-20 00:00:00,0.0500807
173,1989-08-21 00:00:00,0.0496323
174,1989-08-22 00:00:00,0.049191
175,1989-08-23 00:00:00,0.048757
176,1989-08-24 00:00:00,0.0483288
177,1989-08-25 00:00:00,0.0479117
178,1989-08-26 00:00:00,0.047506
179,1989-08-27 00:00:00,0.047117
180,1989-08-28 00:00:00,0.0467447
181,1989-08-29 00:00:00,0.0463647
182,1989-08-30 00:00:00,0.0460375
183,1989-08-31 00:00:00,0.0457993
184,1989-09-01 00:00:00,0.045598
185,1989-09-02 00:00:00,0.0454827
186,1989-09-03 00:00:00,0.0454346
187,1989-09-04 00:00:00,0.0454903
188,1989-09-05 00:00:00,0.0458237
189,1989-09-06 00:00:00,0.047576
190,1989-09-07 00:00:00,0.0560778
191,1989-09-08 00:00:00,0.0895408
192,1989-09-09 00:00:00,0.185793
193,1989-09-10 00:00:00,0.353866
194,1989-09-11 00:00:00,0.522337
195,1989-09-12 00:00:00,0.632076
196,1989-09-13 00:00:00,0.682895
197,1989-09-14 00:00:00,0.694773
198,1989-09-15 00:00:00,0.684663
199,1989-09-16 00:00:00,0.66322
200,1989-09-17 00:00:00,0.636487
201,1989-09-18 00:00:00,0.607773
202,1989-09-19 00:00:00,0.578899
203,1989-09-20 00:00:00,0.550818
204,1989-09-21 00:00:00,0.524026
205,1989-09-22 00:00:00,0.498766
206,1989-09-23 00:00:00,0.47513
207,1989-09-24 00:00:00,0.453117
208,1989-09-25 00:00:00,0.432646
209,1989-09-26 00:00:00,0.413625
210,1989-09-27 00:00:00,0.39596
211,1989-09-28 00:00:00,0.379555
212,1989-09-29 00:00:00,0.3643
213,1989-09-30 00:00:00,0.350085
214,1989-10-01 00:00:00,0.336807
215,1989-10-02 00:00:00,0.324375
216,1989-10-03 00:00:00,0.312709
217,1989-10-04 00:00:00,0.301744
218,1989-10-05 00:00:00,0.291429
219,1989-10-06 00:00:00,0.281709
220,1989-10-07 00:00:00,0.272534
221,1989-10-08 00:00:00,0.263846
222,1989-10-09 00:00:00,0.255622
223,1989-10-10 00:00:00,0.247826
224,1989-10-11 00:00:00,0.240421
225,1989-10-12 00:00:00,0.233372
226,1989-10-13 00:00:00,0.226668
227,1989-10-14 00:00:00,0.220269
228,1989-10-15 00:00:00,0.214171
229,1989-10-16 00:00:00,0.208336
230,1989-10-17 00:00:00,0.20276
231,1989-10-18 00:00:00,0.197431
232,1989-10-19 00:00:00,0.19233
233,1989-10-20 00:00:00,0.187445
234,1989-10-21 00:00:00,0.182769
235,1989-10-22 00:00:00,0.1783
236,1989-10-23 00:00:00,0.174032
237,1989-10-24 00:00:00,0.169956
238,1989-10-25 00:00:00,0.166059
239,1989-10-26 00:00:00,0.162372
240,1989-10-27 00:00:00,0.158921
241,1989-10-28 00:00:00,0.155771
242,1989-10-29 00:00:00,0.153031
243,1989-10-30 00:00:00,0.150865
244,1989-10-31 00:00:00,0.149496
245,1989-11-01 00:00:00,0.149256
246,1989-11-02 00:00:00,0.150637
247,1989-11-03 00:00:00,0.154368
248,1989-11-04 00:00:00,0.161407
249,1989-11-05 00:00:00,0.172781
250,1989-11-06 00:00:00,0.189233
251,1989-11-07 00:00:00,0.210775
252,1989-11-08 00:00:00,0.236388
253,1989-11-09 00:00:00,0.264083
254,1989-11-10 00:00:00,0.291446
255,1989-11-11 00:00:00,0.316296
256,1989-11-12 00:00:00,0.337197
257,1989-11-13 00:00:00,0.353575
258,1989-11-14 00:00:00,0.365583
259,1989-11-15 00:00:00,0.373851
260,1989-11-16 00:00:00,0.37925
261,1989-11-17 00:00:00,0.382683
262,1989-11-18 00:00:00,0.38475
263,1989-11-19 00:00:00,0.386354
264,1989-11-20 00:00:00,0.387863
265,1989-11-21 00:00:00,0.38895
266,1989-11-22 00:00:00,0.389719
267,1989-11-23 00:00:00,0.390105
268,1989-11-24 00:00:00,0.389633
269,1989-11-25 00:00:00,0.388287
270,1989-11-26 00:00:00,0.38592
271,1989-11-27 00:00:00,0.382515
272,1989-11-28 00:00:00,0.378099
273,1989-11-29 00:00:00,0.372676
274,1989-11-30 00:00:00,0.366505
275,1989-12-01 00:00:00,0.359662
276,1989-12-02 00:00:00,0.352288
277,1989-12-03 00:00:00,0.344552
278,1989-12-04 00:00:00,0.336664
279,1989-12-05 00:00:00,0.328611
280,1989-12-06 00:00:00,0.320573
281,1989-12-07 00:00:00,0.312611
282,1989-12-08 00:00:00,0.304794
283,1989-12-09 00:00:00,0.29717
284,1989-12-10 00:00:00,0.289659
285,1989-12-11 00:00:00,0.282611
286,1989-12-12 00:00:00,0.275703
287,1989-12-13 00:00:00,0.269062
288,1989-12-14 00:00:00,0.262688
289,1989-12-15 00:00:00,0.256528
290,1989-12-16 00:00:00,0.25058
291,1989-12-17 00:00:00,0.244842
292,1989-12-18 00:00:00,0.239351
293,1989-12-19 00:00:00,0.233996
294,1989-12-20 00:00:00,0.228858
295,1989-12-21 00:00:00,0.223862
296,1989-12-22 00:00:00,0.219052
297,1989-12-23 00:00:00,0.214531
298,1989-12-24 00:00:00,0.210303
299,1989-12-25 00:00:00,0.206285
300,1989-12-26 00:00:00,0.202493
301,1989-12-27 00:00:00,0.198921
302,1989-12-28 00:00:00,0.195563
303,1989-12-29 00:00:00,0.192434
304,1989-12-30 00:00:00,0.189633
305,1989-12-31 00:00:00,0.187468
306,1990-01-01 00:00:00,0.186606
