,time,Matrix-Leaching
325,1989-11-22 00:00:00,0.0573419
326,1989-11-23 00:00:00,0.0590451
327,1989-11-24 00:00:00,0.0610035
328,1989-11-25 00:00:00,0.0632288
329,1989-11-26 00:00:00,0.0657287
330,1989-11-27 00:00:00,0.0685031
331,1989-11-28 00:00:00,0.0715409
332,1989-11-29 00:00:00,0.0748154
333,1989-11-30 00:00:00,0.0782866
334,1989-12-01 00:00:00,0.0818984
335,1989-12-02 00:00:00,0.08558
336,1989-12-03 00:00:00,0.0892579
337,1989-12-04 00:00:00,0.0928574
338,1989-12-05 00:00:00,0.0963057
339,1989-12-06 00:00:00,0.0995397
340,1989-12-07 00:00:00,0.102508
341,1989-12-08 00:00:00,0.105175
342,1989-12-09 00:00:00,0.10752
343,1989-12-10 00:00:00,0.109533
344,1989-12-11 00:00:00,0.111218
345,1989-12-12 00:00:00,0.112588
346,1989-12-13 00:00:00,0.113641
347,1989-12-14 00:00:00,0.114436
348,1989-12-15 00:00:00,0.114958
349,1989-12-16 00:00:00,0.115249
350,1989-12-17 00:00:00,0.115327
351,1989-12-18 00:00:00,0.11523
352,1989-12-19 00:00:00,0.114938
353,1989-12-20 00:00:00,0.114492
354,1989-12-21 00:00:00,0.113908
355,1989-12-22 00:00:00,0.1132
356,1989-12-23 00:00:00,0.112405
357,1989-12-24 00:00:00,0.111561
358,1989-12-25 00:00:00,0.110713
359,1989-12-26 00:00:00,0.110051
360,1989-12-27 00:00:00,0.109858
361,1989-12-28 00:00:00,0.110381
362,1989-12-29 00:00:00,0.111735
363,1989-12-30 00:00:00,0.113888
364,1989-12-31 00:00:00,0.116694
365,1990-01-01 00:00:00,0.119962
